split,sequence,sequence_masked,citseg,label,label2,label_confidence,label2_confidence,section,source,citingPaperId,citedPaperId,citeStart,citeEnd,isKeyCitation,id
train,"Few studies demonstrated the importance of alexithymia among suicidal patients, but the results were not consistent (Sayar & Acar 2003, Hintikka et al. 2004, Iancu et al. 1999).","Few studies demonstrated the importance of alexithymia among suicidal patients, but the results were not consistent (Sayar & Acar 2003, CITSEG, Iancu et al. 1999).",Hintikka et al. 2004,result,not_supportive,0.7534000277519226,0.7534000277519226,INTRODUCTION,explicit,bebb742e4346443ff1e54baee1b9a4bebfda1489,73784cc9ef59ef7d6700e0c1c1c31462b5d18915,136,156,False,bebb742e4346443ff1e54baee1b9a4bebfda1489>73784cc9ef59ef7d6700e0c1c1c31462b5d18915
train,"However, the two results [23] and [25] are not very helpful in that respect because they use an exhaustive approach — the underlying algorithm will always stop when some condition is met (and we are sure that this condition must eventually be met) — but we do not have a priori any clue on how much time this will take.","However, the two results [23] and CITSEG are not very helpful in that respect because they use an exhaustive approach — the underlying algorithm will always stop when some condition is met (and we are sure that this condition must eventually be met) — but we do not have a priori any clue on how much time this will take.",[25],result,not_supportive,0.7414000034332275,0.5042999982833862,4.1 Computational complexity of trajectories over unbounded domains,explicit,052aafad4562fb9b8e1d6379f428a7274dff125c,3cbfff75d1315de13be3d8e61188f9dee7a10afe,34,38,False,052aafad4562fb9b8e1d6379f428a7274dff125c>3cbfff75d1315de13be3d8e61188f9dee7a10afe
train,"Our results indicated that concentrations of CRP, Hp and SAA increased significantly in pigs infected with H1N2, but these increases were smaller than reported previously for various bacterial pig diseases (Heegaard et al., 1998; Sorensen et al., 2006; Pomorska-Mól et al., 2011a, b).","Our results indicated that concentrations of CRP, Hp and SAA increased significantly in pigs infected with H1N2, but these increases were smaller than reported previously for various bacterial pig diseases (Heegaard et al., 1998; Sorensen et al., 2006; CITSEGa, b).","Pomorska-Mól et al., 2011",result,not_supportive,0.7520999908447266,0.7520999908447266,Discussion,explicit,f8aea2f05f28ca6d45924decc3886908eebe50a8,410e4b3334e9ef76ff29d49f178d23895a908501,253,279,False,f8aea2f05f28ca6d45924decc3886908eebe50a8>410e4b3334e9ef76ff29d49f178d23895a908501
train,"This susceptibility to proactive interference after hippocampal damage has already been reported by others [Owen and Butler, 1981; but for different results, see BeasonHeld et al. (1999) and Zola et al.",This susceptibility to proactive interference after hippocampal damage has already been reported by others [CITSEGand Zola et al.,"Owen and Butler, 1981; but for different results, see BeasonHeld et al. (1999) ",result,not_supportive,0.7498000264167786,0.49540001153945923,Discussion,explicit,4f4ec52726e13a12d7dccf631ebde6aaa47173fa,6bb96b0c74ace8699e68685a3ec9ac37a6f505ae,108,187,True,4f4ec52726e13a12d7dccf631ebde6aaa47173fa>6bb96b0c74ace8699e68685a3ec9ac37a6f505ae
train,"In contrary to the previous study [4] where they have considered driven atomic coherence, we consider the injected atomic coherence where the three-level cascade atoms are initially prepared in coherent superposition of the top and bottom levels.","In contrary to the previous study CITSEG where they have considered driven atomic coherence, we consider the injected atomic coherence where the three-level cascade atoms are initially prepared in coherent superposition of the top and bottom levels.",[4],result,not_supportive,0.7549999952316284,0.7549999952316284,1. Introduction,explicit,85305fd14d887a9515de56bd43a1148b4631922c,e132157e97e1f9296e2a5a82c87060693cd087a1,34,37,False,85305fd14d887a9515de56bd43a1148b4631922c>e132157e97e1f9296e2a5a82c87060693cd087a1
train,[17] presented a number of reasons that might account for the disparities between these two studies.,CITSEG presented a number of reasons that might account for the disparities between these two studies.,[17],result,not_supportive,0.751800000667572,0.5059999823570251,Intestinal oxalate absorption,explicit,27ea0aa5f8d3e1dc7c449aceef59524dd32307b5,21cc7a2a24c33fe78ab21acf5ea2d548fa11b0d3,0,4,False,27ea0aa5f8d3e1dc7c449aceef59524dd32307b5>21cc7a2a24c33fe78ab21acf5ea2d548fa11b0d3
train,"Five of the seven studies showed a significant difference (p < 0.05) in favour of microTESE (Amer et al., 2000; Okada et al., 2002; Ramasamy et al., 2005; Colpi et al., 2009; Ghalayini et al., 2011).","Five of the seven studies showed a significant difference (p < 0.05) in favour of microTESE (Amer et al., 2000; Okada et al., 2002; Ramasamy et al., 2005; CITSEG; Ghalayini et al., 2011).","Colpi et al., 2009",result,not_supportive,0.7261000275611877,0.492900013923645,RESULTS,explicit,471ff2f6fff41e64350168b059ac3f13696c1c09,b69aa2af017d1a5332e34ee0cc8e7890abb504c1,155,173,True,471ff2f6fff41e64350168b059ac3f13696c1c09>b69aa2af017d1a5332e34ee0cc8e7890abb504c1
train,"In contrast, Bork et al. (2010) observed that except for some genes such as homeobox genes, methylation patterns were maintained throughout long-term culture of BM-MSCs, showing different results than those in our present study.","In contrast, CITSEG observed that except for some genes such as homeobox genes, methylation patterns were maintained throughout long-term culture of BM-MSCs, showing different results than those in our present study.",Bork et al. (2010),result,not_supportive,1.0,1.0,Discussion,explicit,1e11c6990fcdafb27cfec935b00526257ef2de14,e4176d76459bf7ae2601a8746620899ba349aae2,13,31,True,1e11c6990fcdafb27cfec935b00526257ef2de14>e4176d76459bf7ae2601a8746620899ba349aae2
train,These different estimates were mostly smaller than those reported by Trail et al. (1991b) in a governmental ranch of N Dama cattle in Gabon (PCV heritabilities at 0.64).,These different estimates were mostly smaller than those reported by CITSEG in a governmental ranch of N Dama cattle in Gabon (PCV heritabilities at 0.64).,Trail et al. (1991b),result,not_supportive,0.6187000274658203,0.6187000274658203,Discussion and conclusions,explicit,7d2a1ac09b55665a12f26134200835343f147f1b,e8da441ce4bdf2d044a5899681e162cef49dde4a,69,89,True,7d2a1ac09b55665a12f26134200835343f147f1b>e8da441ce4bdf2d044a5899681e162cef49dde4a
train,"6(d)) may seem to contrast the decreased firing rates reported in previous modeling studies (Bojak and Liley, 2005; Hutt and Longtin, 2010; Steyn-Ross et al., 1999) and observed in experiments (Antkowiak, 1999).","6(d)) may seem to contrast the decreased firing rates reported in previous modeling studies (Bojak and Liley, 2005; CITSEG; Steyn-Ross et al., 1999) and observed in experiments (Antkowiak, 1999).","Hutt and Longtin, 2010",result,not_supportive,0.6166999936103821,0.41499999165534973,Model predictions,explicit,bb21e98f4b1b7bc5a2e89fda1139d98763d78bab,c14be2a7007e022da13889d804a540d0c0c34264,116,138,True,bb21e98f4b1b7bc5a2e89fda1139d98763d78bab>c14be2a7007e022da13889d804a540d0c0c34264
train,"For bladder cancer, clinical studies yielded conflicting results on the cancer prevention effects of statins in patients with bladder cancer [8–10].","For bladder cancer, clinical studies yielded conflicting results on the cancer prevention effects of statins in patients with bladder cancer CITSEG.",[8–10],result,not_supportive,1.0,0.6825000047683716,1. Introduction,explicit,2dab419465042ffc5da8f032470bd76372dd4c56,3a681477ad66a92fdd771f1849e7a5eec702908c,141,147,True,2dab419465042ffc5da8f032470bd76372dd4c56>3a681477ad66a92fdd771f1849e7a5eec702908c
train,"…high mean concentration of Fe in leafy green plants was lower than the concentrations (140, 292.35 and 601.9 mg/kg) obtained by Brar et al. (2000) in India; Yadav et al. (2013) in India; and Al-Jaboobi et al. (2014) in Morocco for leafy green plants irrigated with groundwater, respectively.","…high mean concentration of Fe in leafy green plants was lower than the concentrations (140, 292.35 and 601.9 mg/kg) obtained by Brar et al. (2000) in India; CITSEG in India; and Al-Jaboobi et al. (2014) in Morocco for leafy green plants irrigated with groundwater, respectively.",Yadav et al. (2013),result,not_supportive,0.7610999941825867,0.524399995803833,Results and discussion,explicit,a987290394cf4476ea4f55f3f7bb427ff5cebf34,0c610357d8682ecc3239863bf0ccf9c8d9090381,158,177,True,a987290394cf4476ea4f55f3f7bb427ff5cebf34>0c610357d8682ecc3239863bf0ccf9c8d9090381
train,", Mg and Zn) are associated with lower concentrations of inflammatory markers that increased risk of MS.[2,36] The differences between our results and previous studies may be explained by differences in sample size, population group and the method of dietary assessment; or the definitions of MS may not be appropriate for an Iranian population; and self‐reported intake may be imprecise.",", Mg and Zn) are associated with lower concentrations of inflammatory markers that increased risk of MS.CITSEG The differences between our results and previous studies may be explained by differences in sample size, population group and the method of dietary assessment; or the definitions of MS may not be appropriate for an Iranian population; and self‐reported intake may be imprecise.","[2,36]",result,not_supportive,1.0,1.0,,explicit,600af96561d42d4e8226dd5c1e969674e5d6c8ad,4fac7a4dfa6719b19f1b40de788a2524bead3775,104,110,True,600af96561d42d4e8226dd5c1e969674e5d6c8ad>4fac7a4dfa6719b19f1b40de788a2524bead3775
train,"Our experiments demonstrate that the proposed framework better encapsulates semantic or category-level shape information while requiring less supervision or relatively inexpensive weak supervision compared to prior works [6, 49].",Our experiments demonstrate that the proposed framework better encapsulates semantic or category-level shape information while requiring less supervision or relatively inexpensive weak supervision compared to prior works CITSEG.,"[6, 49]",result,not_supportive,1.0,0.7014999985694885,1. Introduction,explicit,bd36544bfecd5b9ea58d0eab186968b3c9d181aa,9a01ad5d531d9662795f4d65fdf4c06116dc871c,221,228,False,bd36544bfecd5b9ea58d0eab186968b3c9d181aa>9a01ad5d531d9662795f4d65fdf4c06116dc871c
train,"The current findings however do not support that of past studies (e.g., Anderson et al., 1998; Craik et al., 1996; Park et al., 1989) which show that memory performance is affected more when attention is divided at encoding than when attention is divided at retrieval.","The current findings however do not support that of past studies (e.g., Anderson et al., 1998; CITSEG; Park et al., 1989) which show that memory performance is affected more when attention is divided at encoding than when attention is divided at retrieval.","Craik et al., 1996",result,not_supportive,1.0,1.0,Discussion,explicit,95746f1690aac138821596f863097e851d462976,a7a252d73ff0f63ae9d444cded332c8c41552e28,95,113,True,95746f1690aac138821596f863097e851d462976>a7a252d73ff0f63ae9d444cded332c8c41552e28
train,"In contrast, in other studies, DFI media has been reported to have lower specificity due to occurrence of non-Cronobacter strains with α-glycosidase activity (Cawthorn et al. 2008; Iversen et al. 2004).","In contrast, in other studies, DFI media has been reported to have lower specificity due to occurrence of non-Cronobacter strains with α-glycosidase activity CITSEG8; Iversen et al. 2004).",(Cawthorn et al. 200,result,not_supportive,0.7371000051498413,0.7371000051498413,CHROMOGENIC MEDIA,explicit,049b42404789093f7f9250dc8d01f8506ead8084,8ef70d9f439ba4acdddb480b6b6a4f3165dae7d0,158,178,True,049b42404789093f7f9250dc8d01f8506ead8084>8ef70d9f439ba4acdddb480b6b6a4f3165dae7d0
train,"In contrast to that observed for InlA-mediated uptake of L. monocytogenes (Bonazzi and Cossart, 2006), inhibition of caveolin-1 had little effect on rOmpB-mediated invasion of HeLa cells.","In contrast to that observed for InlA-mediated uptake of L. monocytogenes (CITSEG), inhibition of caveolin-1 had little effect on rOmpB-mediated invasion of HeLa cells.","Bonazzi and Cossart, 2006",result,not_supportive,1.0,0.6811000108718872,Discussion,explicit,a89979ef0ef381c7b97cedc145fc0624d824cc1f,f986e697ab036562fa61ab501ab4c2a64ddc6494,75,100,True,a89979ef0ef381c7b97cedc145fc0624d824cc1f>f986e697ab036562fa61ab501ab4c2a64ddc6494
train,"In contrast to earlier studies (Harcourt et al. 1981; Kappeler 1997a), most data included here stem from wild populations.","In contrast to earlier studies (Harcourt et al. 1981; CITSEG), most data included here stem from wild populations.",Kappeler 1997a,result,not_supportive,1.0,1.0,Results,explicit,6c0d40cfabb567805bef3f50b7af4549e66019fd,98cc989e358d6ff824272048e1030fda47e6e544,54,68,False,6c0d40cfabb567805bef3f50b7af4549e66019fd>98cc989e358d6ff824272048e1030fda47e6e544
train,These findings unlike that of Craik et al. (1996) show that retrieval processes can be disrupted under conditions of divided attention.,These findings unlike that of CITSEG show that retrieval processes can be disrupted under conditions of divided attention.,Craik et al. (1996),result,not_supportive,0.7598000168800354,0.7598000168800354,Discussion,explicit,95746f1690aac138821596f863097e851d462976,a7a252d73ff0f63ae9d444cded332c8c41552e28,30,49,True,95746f1690aac138821596f863097e851d462976>a7a252d73ff0f63ae9d444cded332c8c41552e28
validation,"In contrast to these results, the Nur77 gene, encoding a transcription factor implicated in T cell death (29) and thymocytenegative selection (30), is up-regulated by stimulation of thymocytes with ionomycin alone (Fig.","In contrast to these results, the Nur77 gene, encoding a transcription factor implicated in T cell death (29) and thymocytenegative selection CITSEG, is up-regulated by stimulation of thymocytes with ionomycin alone (Fig.",(30),result,not_supportive,0.7583000063896179,0.49399998784065247,Results,explicit,fad7bfa71587f1afdd345e0131692069bc2eccc6,7c7bcc55e3bad48806d2d092e358989839fb40bc,142,146,False,fad7bfa71587f1afdd345e0131692069bc2eccc6>7c7bcc55e3bad48806d2d092e358989839fb40bc
train,It is possible that the results of the present study differ from those of Todd et al. (2004) due to the differences in sparseness of the surface curves in the two studies.,It is possible that the results of the present study differ from those of CITSEG due to the differences in sparseness of the surface curves in the two studies.,Todd et al. (2004),result,not_supportive,1.0,0.6629999876022339,5.2. Results and discussion,explicit,ba43f7a0b2850788b818f2096ae492ea4ba0fc90,d1a14535c8d5eb2a6f09e5e3d2c1b025c182d7ea,74,92,True,ba43f7a0b2850788b818f2096ae492ea4ba0fc90>d1a14535c8d5eb2a6f09e5e3d2c1b025c182d7ea
train,"This result however is inconsistent with other results [6, 7] that established connections between calcineurin/NFAT and Notch.",This result however is inconsistent with other results CITSEG that established connections between calcineurin/NFAT and Notch.,"[6, 7]",result,not_supportive,1.0,0.6682999730110168,Results and Discussion,explicit,df8ac5050914e95763c868f0a60c523ccfb3f1ba,7190f9194b32977d0c40a57162116b753f1f0bf5,55,61,False,df8ac5050914e95763c868f0a60c523ccfb3f1ba>7190f9194b32977d0c40a57162116b753f1f0bf5
train,"…lower compared to the high mean concentrations of Ni reported in Morocco and India (85 and 66.55 mg/kg, respectively) by Al-Jaboobi et al. (2014) and Yadav et al. (2013), but higher than those from Nigeria and India (0.77 and 1.3 mg/kg, respectively) (Rapheal and Adebayo 2011; Brar et al. 2000).","…lower compared to the high mean concentrations of Ni reported in Morocco and India (85 and 66.55 mg/kg, respectively) by Al-Jaboobi et al. (2014) and CITSEG, but higher than those from Nigeria and India (0.77 and 1.3 mg/kg, respectively) (Rapheal and Adebayo 2011; Brar et al. 2000).",Yadav et al. (2013),result,not_supportive,1.0,0.6769000291824341,Results and discussion,explicit,a987290394cf4476ea4f55f3f7bb427ff5cebf34,0c610357d8682ecc3239863bf0ccf9c8d9090381,151,170,True,a987290394cf4476ea4f55f3f7bb427ff5cebf34>0c610357d8682ecc3239863bf0ccf9c8d9090381
train,"4%, an enormous improvement compared to the Lumbini survey 1995 result that reported just 15% [20, 24, 38].","4%, an enormous improvement compared to the Lumbini survey 1995 result that reported just 15% CITSEG.","[20, 24, 38]",result,not_supportive,1.0,1.0,Discussion,explicit,b2ec0f1621f2f4fba1d4d2f482c8f2380af5bc16,a2393d6e910b41d2456d1d794b42b5546b863094,94,106,True,b2ec0f1621f2f4fba1d4d2f482c8f2380af5bc16>a2393d6e910b41d2456d1d794b42b5546b863094
train,"This finding is different from that in our previous analysis of the original survey data, in which AOD use was unrelated to major depression after controlling for other social and behavioural variables (Mao et al. 2009b).","This finding is different from that in our previous analysis of the original survey data, in which AOD use was unrelated to major depression after controlling for other social and behavioural variables (CITSEG).",Mao et al. 2009b,result,not_supportive,1.0,0.6837000250816345,Discussion,explicit,96d59f09d602d930beddbc2785972d443efa4d93,723a4b4f3019cd5a5f8546925d8cf4478a0d03b7,203,219,False,96d59f09d602d930beddbc2785972d443efa4d93>723a4b4f3019cd5a5f8546925d8cf4478a0d03b7
train,"By contrast, Hanlon et al. (1998) showed that higher serum cholesterol reduced the risk of hospitalization in this population.","By contrast, CITSEG showed that higher serum cholesterol reduced the risk of hospitalization in this population.",Hanlon et al. (1998),result,not_supportive,1.0,1.0,Discussion,explicit,8dfa37d9118597e766d00ccfd87003d60f6477c5,87d0428d1094e534fcf1f28e40e95311e196db58,13,33,True,8dfa37d9118597e766d00ccfd87003d60f6477c5>87d0428d1094e534fcf1f28e40e95311e196db58
train,"This study differed from others where NE was achieved in that the birds were given liquid inoculations rather than cultures mixed with feed (Chalmers et al., 2007; Cooper & Songer, 2010).","This study differed from others where NE was achieved in that the birds were given liquid inoculations rather than cultures mixed with feed (CITSEG; Cooper & Songer, 2010).","Chalmers et al., 2007",result,not_supportive,1.0,0.6818000078201294,Discussion,explicit,052157cc6f9b1faee4edf6bf3908236b30cdebf3,3e042815478444b00b9ad534c0be190fcdd9d7d4,141,162,False,052157cc6f9b1faee4edf6bf3908236b30cdebf3>3e042815478444b00b9ad534c0be190fcdd9d7d4
train,"The present study was not able to confirm any of the studied anatomical variables as predictive factors of venous congestion, despite being suggested in the literature.[5,6,13,14] The abdominal superficial venous dominance is one of the most extended and accepted (but not proved) hypothesis for explaining the diffuse congestion as a large diameter SIEV may denote dominance over the deep venous system.","The present study was not able to confirm any of the studied anatomical variables as predictive factors of venous congestion, despite being suggested in the literature.CITSEG The abdominal superficial venous dominance is one of the most extended and accepted (but not proved) hypothesis for explaining the diffuse congestion as a large diameter SIEV may denote dominance over the deep venous system.","[5,6,13,14]",result,not_supportive,1.0,0.7041000127792358,DISCUSSION,explicit,410376c6a35d3dd09a544e0b334ac4e11e22da52,bc09dfbd0300f89c727c3b5f494b326fc0bb9b15,168,179,True,410376c6a35d3dd09a544e0b334ac4e11e22da52>bc09dfbd0300f89c727c3b5f494b326fc0bb9b15
train,"However, contrary to our results, Mansour et al. (2002) showed significant reduction of CP-induced creatinine increase by AMG (Mansour et al., 2002).","However, contrary to our results, CITSEG showed significant reduction of CP-induced creatinine increase by AMG (Mansour et al., 2002).",Mansour et al. (2002),result,not_supportive,1.0,1.0,Discussion and conclusions,explicit,952660f4a305ebc8bc46ea23dd1ea41464d6681f,6b1223f442606ef04c8c04b36f1cdc0efb14c560,34,55,True,952660f4a305ebc8bc46ea23dd1ea41464d6681f>6b1223f442606ef04c8c04b36f1cdc0efb14c560
train,"In the only other study, to our knowledge, to examine antibiotic timing and its effect on persistent bacteremia, no significant difference was found in the timing of vancomycin initiation in patients with pMRSAB and patients with npMRSAB.(3) We did not detect an association between vancomycin use and pSAB in our study.","In the only other study, to our knowledge, to examine antibiotic timing and its effect on persistent bacteremia, no significant difference was found in the timing of vancomycin initiation in patients with pMRSAB and patients with npMRSAB.CITSEG We did not detect an association between vancomycin use and pSAB in our study.",(3),result,not_supportive,1.0,0.6474000215530396,,explicit,940b10c7c99aa5c4c905e90c5906f849d83c7a94,772cbefd29727a2ac1d9fce56ca09a8b226ac438,238,241,True,940b10c7c99aa5c4c905e90c5906f849d83c7a94>772cbefd29727a2ac1d9fce56ca09a8b226ac438
train,"This contradicts to existing methods [21, 27] which limit the attention to the subgraph induced by the infected nodes.",This contradicts to existing methods CITSEG which limit the attention to the subgraph induced by the infected nodes.,"[21, 27]",result,not_supportive,0.7383999824523926,0.7383999824523926,1. INTRODUCTION,explicit,1a2114515c8aee2fb46a56fbffba0f2285570d02,72716e49b923a84db430e100feb7f6cb975f3302,37,45,True,1a2114515c8aee2fb46a56fbffba0f2285570d02>72716e49b923a84db430e100feb7f6cb975f3302
train,"Previous studies have published on the relationship between markers of ECM remodelling with CHD [5,6,29], but the results have been inconsistent with studies reporting either a positive or null effect while others have shown that markers of inflammation largely confound the association.","Previous studies have published on the relationship between markers of ECM remodelling with CHD CITSEG, but the results have been inconsistent with studies reporting either a positive or null effect while others have shown that markers of inflammation largely confound the association.","[5,6,29]",result,not_supportive,0.6013000011444092,0.3846000134944916,Discussion,explicit,f073f6ad682f2598f7a0e21aeaf7837f15e2af96,68e2a022618bf67bae94ab61993dceb229fd4a66,96,104,True,f073f6ad682f2598f7a0e21aeaf7837f15e2af96>68e2a022618bf67bae94ab61993dceb229fd4a66
train,"The other potential source of discrepancy in the results between the two studies is the experimental task – in the study of
Todd et al. (2004) the subjects had to specify the position of the local extrema of the depth function on a single scan line while in the present experiment the subjects had…",The other potential source of discrepancy in the results between the two studies is the experimental task – in the study oCITSEG4) the subjects had to specify the position of the local extrema of the depth function on a single scan line while in the present experiment the subjects had…,"f
Todd et al. (200",result,not_supportive,1.0,0.6381000280380249,5.2. Results and discussion,explicit,ba43f7a0b2850788b818f2096ae492ea4ba0fc90,d1a14535c8d5eb2a6f09e5e3d2c1b025c182d7ea,122,140,True,ba43f7a0b2850788b818f2096ae492ea4ba0fc90>d1a14535c8d5eb2a6f09e5e3d2c1b025c182d7ea
train,"The study reporting a 40% specificity included only five disease negative patients [24]; in contrast to larger disease free cohorts [23,31] reporting specificities of up to 98.","The study reporting a 40% specificity included only five disease negative patients CITSEG; in contrast to larger disease free cohorts [23,31] reporting specificities of up to 98.",[24],result,not_supportive,0.608299970626831,0.4009000062942505,3.3. CT &MDCT,explicit,a07a6f5c4e1192778bcb50250d0eff4857066632,9beb6e9503a5e38124887d4d40c7845d5a06e7cb,83,87,True,a07a6f5c4e1192778bcb50250d0eff4857066632>9beb6e9503a5e38124887d4d40c7845d5a06e7cb
train,The single study we examined that was limited to trials initiated after the ICMJE statement still found primary outcome inconsistencies in 15 of 55 (27 %) included trials [16].,The single study we examined that was limited to trials initiated after the ICMJE statement still found primary outcome inconsistencies in 15 of 55 (27 %) included trials CITSEG.,[16],result,not_supportive,0.6032000184059143,0.6032000184059143,Discussion,explicit,45edff55835cc98c06c893d5bed2a8dc2b308655,1e526b851137c3deca29c1cd0e3c852ef7744d3e,171,175,True,45edff55835cc98c06c893d5bed2a8dc2b308655>1e526b851137c3deca29c1cd0e3c852ef7744d3e
